Content,Date,Language,Location,Number of Likes,Number of Retweets,In Reply To,Author Name,Author Description,Author Statuses Count,Author Favourites Count,Author Friends Count,Author Followers Count,Author Listed Count,Author Verified,Longitude,Latitude,Author
"¡Ya estamos! Venite a la #MediaParty 
P l a n a z o en este día soleado. Un privilegio representar a @selfinvestigate A la tarde voy a contar por qué es urgente cambiar nuestros hábitos de trabajo para construir una industria periodística más saludable 🌱 https://t.co/HDNsu5lg1y",2022-08-25 14:51:19,es,,1.0,0.0,,Lu Cristallo 🏳️‍🌈,Activista LGBTTIQ+ | Fundé @futufeminista | Work en @selfinvestigate | Project manager is my passion | Personal tweets ✨,4371.0,18105.0,3120.0,506.0,8.0,False,,,@LuliCristallo
Visita los #mejores #TikTok https://t.co/hW9uem9qkA #Gravísimo ##nadiedicenada #Nisman ##MediaParty,2022-08-25 14:51:10,es,,0.0,0.0,,liveTrends_,,26144.0,0.0,0.0,7.0,0.0,False,,,@liveTrends_
"Ahora en  #Keynote🚀 #MediaParty🎉 
La charla de  @ivorprice, editor y cofundador de @foodformzansi, @healthformzansi y @FoodForAfrika.
 “Comida para Mzansi, Historia Sudafricana” https://t.co/6LRI49ljPH",2022-08-25 14:48:41,es,,4.0,2.0,,Edison BUrbano 🇨🇴🇦🇷🌎🌍🌏,"*Soy Comunicador, Community Manager, Digital Activist, Redes Sociales, DDHH, Radialista apasionado.  
Humanista, mamerto, izquierda*  [OPINIONES PERSONALES]",127835.0,187316.0,3827.0,4420.0,59.0,False,,,@edisonburbanoOK
"¡Increíbles charlas para arrancar el primer día de la #MediaParty!🎉

Thank you @clockwerks and @Zielina for your presentations!!👏🏻👏🏻 https://t.co/ptO5HV6YQu",2022-08-25 14:48:12,es,,0.0,0.0,,sociopúblico,"Ideas complejas, comunicación simple",2387.0,1374.0,1285.0,1665.0,32.0,False,,,@sociopublico
RT @pilhofer: Blown away by @ivorprice and his team’s work. He’s talking at #MediaParty about their multichannel strategy for Food for Mzan…,2022-08-25 14:47:04,en,,0.0,3.0,,Cecilia Bazán,🦄 Periodista y capacitadora | PM #FOPEALAB @FOPEA | '22 Spring cohort #EJCP @NewmarkJPlus | Antes en @lavozcomar,18069.0,11026.0,2312.0,3563.0,123.0,True,,,@Chatran
"RT @elitetruong: First time at #MediaParty, representing @AmPress and @newsproduct! Come say hi in person or over DM. Threading takeaways t…",2022-08-25 14:46:59,en,,0.0,4.0,,Emma Carew Grovum,"Sometimes I break things. Sometimes I make things. | founder, baker, artist, journalist, panda | Married to @jgrovum | she/her (illo by @sisiwei) | NO FREE WORK",42975.0,12195.0,2683.0,8863.0,380.0,True,,,@emmacarew
How do you say FOMO in Spanish? #MediaParty https://t.co/df9b0Af4Hj,2022-08-25 14:46:56,en,,0.0,0.0,,Thomas Seymat,"Digital journalism, strategy & innovation @euronews. 
Prof @ScPoLyon @cfjparis. 
Advisory board @youthpress & @MundusJourn. 
@innovationRJI '18-'19.
#TeamOL",44265.0,7942.0,2108.0,3998.0,366.0,True,,,@tseymat
"Blown away by @ivorprice and his team’s work. He’s talking at #MediaParty about their multichannel strategy for Food for Mzansi. There’s a lot we can learn here. 

https://t.co/GDu2tmFZoG https://t.co/vDdnNjdXu5",2022-08-25 14:46:49,en,,2.0,3.0,,Aron Pilhofer,James B. Steele Chair in Journalism Innovation at @tukleincollege. Proud @Guardian and @nytimes alum. Co-founder of @documentcloud & @HacksHackers. Yachtsman.,15915.0,7310.0,2130.0,19747.0,1601.0,False,,,@pilhofer
RT @diemelamed: Habla de tecnología y periodismo  @clockwerks nos cuenta la historia de Vox Media. Y así se emociona al mencionar el ataque…,2022-08-25 14:46:21,es,,0.0,1.0,,Manuel Contreras E.,"Periodista. Digital. Antes I+D en @TVN. Antes @periodismouah, @Altavoz_net, @Betazeta, @Cooperativa y antes de eso, @latercera.",29205.0,10138.0,2004.0,2005.0,67.0,False,,,@vaticanochico
Y en un rato les esperamos en la Media Feria para sacarse fotos con varios personajes ✌️#MediaParty #VivaPerón https://t.co/rz8ya9s0Z2,2022-08-25 14:46:16,es,,4.0,0.0,,Genosha,"We provide creativity to open minded clients in a friendly environment, inspiring them to feel creative and strategic.",431.0,320.0,167.0,558.0,1.0,False,,,@genoshans
"RT @HacksHackersBA: Pasamos a “Comida para Mzansi, Historia Sudafricana” por @ivorprice, editor y cofundador de @foodformzansi, @healthform…",2022-08-25 14:44:22,es,,0.0,4.0,,Edison BUrbano 🇨🇴🇦🇷🌎🌍🌏,"*Soy Comunicador, Community Manager, Digital Activist, Redes Sociales, DDHH, Radialista apasionado.  
Humanista, mamerto, izquierda*  [OPINIONES PERSONALES]",127835.0,187316.0,3827.0,4420.0,59.0,False,,,@edisonburbanoOK
RT @ChicaPoderosaAR: ¡Hoy comienza la #MediaParty! 🎉 ¿Conocen el evento? Se trata de un espacio gratuito que organiza @HacksHackersBA con c…,2022-08-25 14:43:52,es,,0.0,4.0,,Martu,Creadora de contenido | Redes en @perfilcom | Hago cosas en @chicapoderosaar✨,8917.0,6721.0,237.0,336.0,1.0,False,,,@MartuRamirez_
"Sensacional la experiencia de @ivorprice contando su publicación sobre el mundo del campo en Sudáfrica #MediaParty En Argentina aún no hay algo así, creo. https://t.co/fFvccnD4kz",2022-08-25 14:43:10,es,,4.0,2.0,,Diego Melamed🍷🏊🏼,El amor es la única revolución verdadera.,21475.0,4469.0,90.0,1307.0,42.0,False,,,@diemelamed
"Pasamos a “Comida para Mzansi, Historia Sudafricana” por @ivorprice, editor y cofundador de @foodformzansi, @healthformzansi y @FoodForAfrika.

#Keynote🚀 #MediaParty🎉 https://t.co/ugkJO3TtgP",2022-08-25 14:42:37,es,,4.0,4.0,,HacksHackersBA,La conferencia que revoluciona el futuro de los medios #HHBA #MediaParty · Rebooting journalism · Journalism and technology / Periodismo y tecnología,8933.0,3516.0,3357.0,10016.0,312.0,False,,,@HacksHackersBA
💪🏻 Nobody said it was easy. Me llevo para 🇺🇾 esta nota mental de @Zielina en #MediaParty https://t.co/6Gue1fHQY9,2022-08-25 14:42:07,en,AR,1.0,0.0,,Mandy Barrios,"Social Media/Periodismo/Audiencias #RedLATAM @DLatitudes Pasé por @elmundoes con beca de @red_carolina. Hoy en @observadorUy, @radiocero1043 y @UniversidadORT",3912.0,9550.0,1967.0,1468.0,15.0,True,,,@MandyBarrios
Here at #MediaParty  speakers are dreamers!! https://t.co/9crJrBh8Wo,2022-08-25 14:41:23,en,,0.0,0.0,,horusint,"Network Admin, Security entusiasta. Creo en un paìs mejor para todos.",19431.0,2360.0,950.0,521.0,56.0,False,,,@horusint
RT @felicarrique: 🙌 @newsproduct Board Chair @Zielina sharing the questions that build a product culture in newsrooms at @HacksHackersBA #M…,2022-08-25 14:40:34,en,,0.0,6.0,,Florencia Rodríguez Altube,"Periodismo de datos e innovación en @LNData @LANACION 🗞📊|  Docente en @UCAPeriodismo y @EscuelaETER 📚
✉ fraltube@lanacion.com.ar",2790.0,5020.0,1399.0,1604.0,10.0,True,,,@FlorRAltube
RT @felicarrique: 🙌 @newsproduct Board Chair @Zielina sharing the questions that build a product culture in newsrooms at @HacksHackersBA #M…,2022-08-25 14:39:26,en,,0.0,6.0,,Rocío 💚,"🤘📺 Horas no tiene abreviación, no repitan el error de otros. Mis amigos y mi familia siguen sin entender de qué trabajo.",23006.0,5300.0,423.0,1812.0,51.0,False,,,@RocioG
"RT @EstebanConcia: 🔖 “Del Teléfono a la Comu luego  al celular y ahora vamos al metaverso”

🧩Un nuevo sentido de la presencialidad + infrae…",2022-08-25 14:39:04,es,,0.0,4.0,,PeronismoyComunicacion,peronismo y comunicación,5457.0,4144.0,545.0,283.0,0.0,False,,,@PeronismoJoven
RT @carlanudel: Genial @Zielina sobre como la cultura de producto ayuda a generar cambios en medios (y lo difícil que es cuando choca con l…,2022-08-25 14:38:57,es,,0.0,3.0,,HacksHackersBA,La conferencia que revoluciona el futuro de los medios #HHBA #MediaParty · Rebooting journalism · Journalism and technology / Periodismo y tecnología,8933.0,3516.0,3357.0,10016.0,312.0,False,,,@HacksHackersBA
RT @felicarrique: 🙌 @newsproduct Board Chair @Zielina sharing the questions that build a product culture in newsrooms at @HacksHackersBA #M…,2022-08-25 14:38:50,en,,0.0,6.0,,Sam Leguizamón,Program Manager at @newsproduct • Periodismo • Comunicación • Jujeña,3464.0,14448.0,3181.0,757.0,7.0,False,,,@SamLeguizamon
RT @felicarrique: 🙌 @newsproduct Board Chair @Zielina sharing the questions that build a product culture in newsrooms at @HacksHackersBA #M…,2022-08-25 14:38:40,en,,0.0,6.0,,Aron Pilhofer,James B. Steele Chair in Journalism Innovation at @tukleincollege. Proud @Guardian and @nytimes alum. Co-founder of @documentcloud & @HacksHackers. Yachtsman.,15915.0,7310.0,2130.0,19747.0,1601.0,False,,,@pilhofer
RT @Chatran: The amazing @Zielina “Why we need a new generation of media leaders and how Product Thinking can get us there” #MediaParty htt…,2022-08-25 14:38:04,en,,0.0,2.0,,Guada Sanchez Granel 💚,"Periodismo, redes y comunicación digital. 
✍ @Cronistacom @AperturaRevista @Redaccioncomar
💫 Directora de #TerritoriosyResistencias en @chicapoderosaarg",14712.0,47553.0,1176.0,1417.0,31.0,False,,,@Guada_SG
RT @carlanudel: Genial @Zielina sobre como la cultura de producto ayuda a generar cambios en medios (y lo difícil que es cuando choca con l…,2022-08-25 14:37:48,es,,0.0,3.0,,Guada Sanchez Granel 💚,"Periodismo, redes y comunicación digital. 
✍ @Cronistacom @AperturaRevista @Redaccioncomar
💫 Directora de #TerritoriosyResistencias en @chicapoderosaarg",14712.0,47553.0,1176.0,1417.0,31.0,False,,,@Guada_SG
"Genial @Zielina sobre como la cultura de producto ayuda a generar cambios en medios (y lo difícil que es cuando choca con la cultura tradicional) ""Our job as leaders is to find the sweet spot between both and cherish it all across the organization"" #MediaParty @HacksHackersBA https://t.co/rPChxIHy8i",2022-08-25 14:37:17,es,,6.0,3.0,,Carla Nudel,"Media professional, product thinker, audience research enthusiast. Fulbright scholar at Journalism MA @Studio20NYU - Esta cuenta habla inglés y español 🇦🇷🇺🇸",2570.0,6692.0,1831.0,2170.0,22.0,False,,,@carlanudel
"""Culture eats strategy for breakfast"". @Zielina habla de las dificultades de cambiar la cultura de las organizaciones, algo que podría modificarse con la transición a product thinking. Para lograrlo (o acercarse), propuso un framework de cambio que guíe el proceso #MediaParty https://t.co/r6XOXaE1yp",2022-08-25 14:37:05,es,,1.0,0.0,@mariacelestee,Celeste Mottesi,"Content creator | Blogs, redes sociales, SEO | Escribo en #Otrawebdetecno y hablo en @Distopicas_.",1435.0,760.0,125.0,338.0,4.0,False,,,@mariacelestee
"RT @floraza: Now @Zielina talking about product culture 😍✨

Some keys questions 🤓 #MediaParty @HacksHackersBA https://t.co/twXKiaRRUe",2022-08-25 14:36:00,en,,0.0,3.0,,SembraMedia,Somos una organización sin fines de lucro que ayuda a medios independientes digitales de Iberoamérica a encontrar y desarrollar modelos de negocio sustentables,15585.0,7166.0,1224.0,12093.0,293.0,False,,,@sembramedia
Visita los #mejores #TikTok https://t.co/hW9uemrzyI #Vice ##MediaParty ##Navarro2023 #Gravísimo,2022-08-25 14:35:20,es,,1.0,0.0,,liveTrends_,,26144.0,0.0,0.0,7.0,0.0,False,,,@liveTrends_
RT @HacksHackersBA: Ahora “Por qué necesitamos una nueva generación de líderes de medios y cómo el Pensamiento de Producto nos puede llevar…,2022-08-25 14:34:33,es,,0.0,1.0,,SembraMedia,Somos una organización sin fines de lucro que ayuda a medios independientes digitales de Iberoamérica a encontrar y desarrollar modelos de negocio sustentables,15585.0,7166.0,1224.0,12093.0,293.0,False,,,@sembramedia
"RT @floraza: ✨ “Go deeper than anyone, trust passionate people, get weird” ✨- @clockwerks 

#MediaParty @HacksHackersBA https://t.co/zdNOG7…",2022-08-25 14:34:29,en,,0.0,3.0,,Lucila Pinto 💚,Periodista. Tecnología & medios. @polisLSE fellow. Ciencia Política en @utditella.,6338.0,8156.0,1454.0,2783.0,18.0,False,,,@luchipaint
"#Argentina 🇦🇷 || Se dió inicio a la décima edición de #MediaParty @HacksHackersBA #PeriodismoDigital medios, media, redes, comunicación en  @CCKonex #BuenosAires https://t.co/ibsqRRWs2x",2022-08-25 14:33:52,es,,0.0,0.0,,El Payanes Press 🎙️🎥💻📰,"*Medio popular, alternativo de Integración latinoamericana, humanista.
 Argentina - Colombia - Venezuela",398831.0,137001.0,5157.0,8290.0,144.0,False,,,@ElPayanes
"RT @elitetruong: First time at #MediaParty, representing @AmPress and @newsproduct! Come say hi in person or over DM. Threading takeaways t…",2022-08-25 14:33:37,en,,0.0,4.0,,News Product Alliance,Our mission is to elevate the discipline of news product management and expand the diversity of news product thinkers in decision-making roles.,1027.0,472.0,53.0,4217.0,0.0,False,,,@newsproduct
"RT @floraza: Now @Zielina talking about product culture 😍✨

Some keys questions 🤓 #MediaParty @HacksHackersBA https://t.co/twXKiaRRUe",2022-08-25 14:33:29,en,,0.0,3.0,,News Product Alliance,Our mission is to elevate the discipline of news product management and expand the diversity of news product thinkers in decision-making roles.,1027.0,472.0,53.0,4217.0,0.0,False,,,@newsproduct
RT @felicarrique: 🙌 @newsproduct Board Chair @Zielina sharing the questions that build a product culture in newsrooms at @HacksHackersBA #M…,2022-08-25 14:33:22,en,,0.0,6.0,,News Product Alliance,Our mission is to elevate the discipline of news product management and expand the diversity of news product thinkers in decision-making roles.,1027.0,472.0,53.0,4217.0,0.0,False,,,@newsproduct
"#Keynote🚀 #MediaParty @HacksHackersBA 

Cultura de Producto + Nuevos líderes de medios, aprendizajes valiosos de @Zielina, directora de Iniciativas y Estrategia en @newmarkjschool. https://t.co/bQbf4ZaLKJ",2022-08-25 14:32:37,es,,3.0,0.0,,SembraMedia,Somos una organización sin fines de lucro que ayuda a medios independientes digitales de Iberoamérica a encontrar y desarrollar modelos de negocio sustentables,15585.0,7166.0,1224.0,12093.0,293.0,False,,,@sembramedia
RT @JennaC_Sherman: Come check out my lightning talk tomorrow at 4:30 if you are at #mediaparty in BA! It’ll be so short and oh so sweet,2022-08-25 14:31:03,en,,0.0,2.0,,meedan,"Building software and initiatives to strengthen journalism, digital literacy, and accessibility of information. Also: @check https://t.co/NFet00AlBu",16237.0,1162.0,2267.0,11754.0,684.0,True,,,@meedan
