pais,anio,tipo,modifica_otra_ley,¿Criminaliza la expresión?,elimina_criminalizacion,impone_sancion_civil,elimina_sancion_civil,impone_barreras_adicionales_expresion,¿Regula contenido en Internet?,¿Distingue la expresión online de la offline?,¿Regula intermediarios en Internet?,¿Apoyo de la sociedad civil?,¿Limita o promueve el discurso?,objetivo_legitimo,Legalidad,Necesidad,Proporcionalidad,¿Cumple con todos los elementos del test?,objetivo_legitimo_2,objetivo_legitimo_3
MÉXICO,2015,PROYECTO,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,LIMITA,PROTECCIÓN DE MENORES,,,,,,
MÉXICO,2015,PROYECTO,SI,SI,NO,NO,NO,SI,NO,SI,NO,NO,LIMITA,VIOLENCIA DE GÉNERO,NO,SI,NO,NO,,
MÉXICO,2015,PROYECTO,SI,SI,NO,NO,NO,NO,SI,NO,SI,NO,LIMITA,PRIVACIDAD,SI,SI,SI,SI,,
MÉXICO,2015,PROYECTO,NO,NO,NO,NO,NO,SI,SI,NO,SI,NO,PROMUEVE,DATOS PERSONALES,NO,SI,SI,NO,,
MÉXICO,2015,PROYECTO,SI,SI,NO,NO,NO,SI,SI,NO,SI,NO,LIMITA,PRIVACIDAD,NO,SI,SI,NO,,
MÉXICO,2015,PROYECTO,SI,SI,NO,NO,NO,SI,SI,NO,SI,NO,LIMITA,PRIVACIDAD,SI,SI,SI,SI,,
MÉXICO,2015,PROYECTO,SI,NO,NO,SI,NO,SI,NO,NO,SI,NO,LIMITA,PUBLICIDAD OFICIAL,NO,SI,NO,NO,,
MÉXICO,2015,PROYECTO,SI,NO,NO,SI,NO,SI,SI,SI,SI,NO,LIMITA,APOLOGÍA,NO,SI,NO,NO,Protección de menores,
MÉXICO,2015,PROYECTO,SI,NO,NO,NO,NO,SI,NO,NO,NO,NO,LIMITA,VIOLENCIA DE GÉNERO,NO,SI,SI,NO,,
MÉXICO,2015,PROYECTO,SI,SI,NO,NO,NO,SI,SI,SI,SI,NO,LIMITA,VIOLENCIA DE GÉNERO,SI,SI,SI,SI,,
MÉXICO,2015,PROYECTO,SI,SI,NO,NO,NO,SI,NO,NO,NO,NO,LIMITA,DISCURSO DE ODIO,SI,SI,NO,NO,,
MÉXICO,2016,PROYECTO,SI,SI,NO,NO,NO,SI,SI,SI,SI,NO,LIMITA,VIOLENCIA DE GÉNERO,SI,SI,SI,SI,,
MÉXICO,2016,PROYECTO,SI,NO,NO,SI,NO,SI,NO,NO,NO,NO,LIMITA,ACCESO A LA INFORMACIÓN,NO,SI,NO,NO,Administración de Justicia,
MÉXICO,2016,PROYECTO,SI,SI,NO,NO,NO,SI,SI,SI,SI,NO,LIMITA,PROTECCIÓN DE MENORES,NO,SI,SI,NO,Acoso sexual,
MÉXICO,2016,PROYECTO,SI,SI,NO,NO,NO,SI,SI,SI,SI,,LIMITA,PROTECCIÓN DE MENORES,NO,SI,SI,NO,Acoso sexual,
MÉXICO,2016,PROYECTO,SI,NO,NO,SI,NO,SI,NO,NO,SI,,LIMITA,VIOLENCIA DE GÉNERO,NO,SI,SI,NO,,
MÉXICO,2016,PROYECTO,SI,NO,NO,SI,NO,SI,NO,NO,SI,NO,LIMITA,LIBERTAD ELECTORAL,NO,SI,NO,NO,,
MÉXICO,2017,PROYECTO,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,PROMUEVE,DERECHOS DE AUTOR,SI,SI,SI,SI,,
MÉXICO,2017,PROYECTO,SI,NO,SI,NO,NO,NO,NO,NO,NO,NO,PROMUEVE,PRIVACIDAD,SI,SI,SI,SI,,
MÉXICO,2017,PROYECTO,SI,SI,NO,SI,NO,NO,SI,NO,SI,NO,LIMITA,PROTECCIÓN DE MENORES,SI,SI,SI,SI,,
MÉXICO,2017,PROYECTO,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,PROMUEVE,IGUALDAD Y NO DISCRIMINACIÓN,NO,SI,NO,NO,,
MÉXICO,2017,PROYECTO,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,PROMUEVE,LIBERTAD ELECTORAL,NO,SI,NO,NO,,
MÉXICO,2017,PROYECTO,SI,NO,NO,NO,SI,SI,NO,NO,SI,NO,PROMUEVE,LIBERTAD ELECTORAL,SI,SI,SI,SI,,
MÉXICO,2017,PROYECTO,SI,NO,NO,SI,NO,SI,NO,NO,SI,,LIMITA,PUBLICIDAD OFICIAL,NO,SI,NO,NO,,
MÉXICO,2017,PROYECTO,SI,SI,NO,NO,NO,SI,NO,NO,SI,NO,LIMITA,IGUALDAD Y NO DISCRIMINACIÓN,NO,SI,NO,NO,,
MÉXICO,2017,PROYECTO,SI,NO,NO,SI,NO,SI,NO,NO,SI,NO,LIMITA,DERECHOS DEL CONSUMIDOR,NO,SI,NO,NO,,
MÉXICO,2017,PROYECTO,SI,NO,NO,NO,NO,SI,NO,NO,NO,NO,LIMITA,MORAL PÚBLICA,NO,SI,NO,NO,,
MÉXICO,2017,PROYECTO,SI,NO,NO,SI,NO,SI,NO,NO,NO,NO,LIMITA,VIOLENCIA DE GÉNERO,NO,SI,NO,NO,,
MÉXICO,2017,PROYECTO,SI,SI,NO,NO,NO,SI,SI,SI,NO,NO,LIMITA,PROTECCIÓN DE MENORES,SI,SI,SI,SI,,
MÉXICO,2017,PROYECTO,SI,NO,NO,NO,NO,NO,SI,NO,NO,NO,PROMUEVE,PRIVACIDAD,SI,SI,SI,SI,,
MÉXICO,2017,PROYECTO,SI,NO,NO,NO,SI,SI,SI,SI,SI,NO,LIMITA,DERECHOS DEL CONSUMIDOR,NO,SI,NO,NO,,
MÉXICO,2017,PROYECTO,SI,SI,NO,SI,SI,SI,SI,SI,NO,NO,LIMITA,ACCESO A LA INFORMACIÓN,NO,NO,NO,NO,,
MÉXICO,2017,PROYECTO,SI,NO,NO,SI,NO,SI,SI,NO,NO,NO,LIMITA,REPUTACIÓN Y HONOR,SI,SI,SI,SI,,
PARAGUAY,2012,PROYECTO,SI,NO,NO,NO,NO,NO,NO,NO,NO,,,CONVERGENCIA Y TELECOMUNICACIONES,,,,,,
PARAGUAY,2013,PROYECTO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,PROMUEVE,DISCAPACIDAD,SI,SI,SI,SI,,
PARAGUAY,2014,PROYECTO,NO,NO,NO,NO,NO,SI,SI,NO,SI,NO,LIMITA,SEGURIDAD NACIONAL,NO,NO,NO,NO,Responsabilidad de intermediarios,
PARAGUAY,2016,PROYECTO,SI,NO,NO,NO,NO,NO,SI,NO,NO,,PROMUEVE,IGUALDAD Y NO DISCRIMINACIÓN,SI,SI,SI,SI,Libertad de expresión,
PARAGUAY,2016,PROYECTO,,NO,NO,SI,NO,NO,NO,NO,NO,,PROMUEVE,LIBERTAD DE PRENSA,SI,SI,SI,SI,Libertad de expresión,
PERÚ,2017,PROYECTO,SI,NO,NO,SI,NO,SI,SI,NO,NO,,LIMITA,PUBLICIDAD OFICIAL,SI,NO,NO,NO,,
PERÚ,2017,PROYECTO,NO,NO,NO,SI,NO,SI,NO,NO,NO,SI,LIMITA,APOLOGÍA,SI,NO,NO,NO,Seguridad Nacional,
PERÚ,2017,PROYECTO,SI,SI,NO,NO,NO,SI,SI,NO,NO,NO,LIMITA,PUBLICIDAD OFICIAL,NO,NO,NO,NO,,
PERÚ,2017,PROYECTO,SI,NO,NO,NO,NO,Si,SI,NO,NO,NO,LIMITA,ADMINISTRACIÓN DE JUSTICIA,SI,NO,SI,NO,,
PERÚ,2017,PROYECTO,SI,NO,NO,NO,NO,SI,SI,NO,NO,NO,LIMITA,ADMINISTRACIÓN DE JUSTICIA,SI,NO,SI,NO,,
CHILE,2018,PROYECTO,SI,NO,NO,NO,NO,NO,SI,NO,SI,,PROMUEVE,TELECOMUNICACIONES Y CONVERGENCIA,SI,SI,SI,SI,Acceso a internet,
CHILE,2018,PROYECTO,SI,NO,NO,SI,NO,SI,SI,SI,NO,,LIMITA,LIBERTAD DE EXPRESIÓN,NO,NO,NO,NO,,
COLOMBIA,2018,PROYECTO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,LIMITA,LIBERTAD DE PRENSA,SI,NO,NO,NO,,
COLOMBIA,2018,PROYECTO,SÍ,SI,NO,NO,NO,SI,SI,SI,SI,,LIMITA,DELITOS INFORMÁTICOS,NO,SI,NO,NO,Datos personales,Orden Público
COLOMBIA,2018,PROYECTO,SÍ,NO,NO,NO,NO,NO,NO,NO,NO,,PROMUEVE,ACCESO A LA INFORMACIÓN,SI,SI,SI,SI,,
ECUADOR,2018,PROYECTO,SI,NO,NO,NO,SI,NO,NO,NO,NO,,PROMUEVE,LIBERTAD DE EXPRESIÓN,SI,SI,SI,SI,,
ECUADOR,2018,PROYECTO,SI,NO,NO,SI,SI,NO,NO,NO,NO,,LIMITA,DERECHOS DE TERCEROS,SI,SI,NO,NO,,
ECUADOR,2018,PROYECTO,SI,NO,NO,NO,SI,NO,NO,NO,NO,,PROMUEVE,LIBERTAD DE EXPRESIÓN,SI,SI,SI,SI,,
ECUADOR,2018,PROYECTO,SI,NO,NO,SI,SI,NO,NO,NO,NO,,LIMITA,DERECHOS DE TERCEROS,SI,SI,NO,NO,,
ECUADOR,2018,PROYECTO,SI,NO,NO,SI,NO,NO,NO,NO,NO,,LIMITA,DERECHOS DE TERCEROS,SI,NO,NO,NO,,
PERÚ,2012,PROYECTO,SI,NO,NO,SI,NO,SI,SI,NO,NO,SI,LIMITA,PROTECCIÓN DE MENORES,SI,NO,NO,NO,,
PERÚ,2012,PROYECTO,SI,NO,NO,SI,NO,SI,NO,NO,NO,,LIMITA,MORAL PÚBLICA,SI,NO,NO,NO,,
PERÚ,2012,PROYECTO,SI,SI,NO,NO,NO,SI,NO,NO,NO,SI,LIMITA,DISCURSO DE ODIO,SI,NO,NO,NO,,
PERÚ,2012,PROYECTO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,LIMITA,DISCURSO DE ODIO,,,,,,
PERÚ,2012,PROYECTO,SI,SI,NO,NO,NO,SI,NO,NO,NO,,LIMITA,REPUTACIÓN Y HONOR,SI,NO,NO,NO,,
PERÚ,2012,PROYECTO,SI,NO,SI,NO,NO,NO,NO,NO,NO,,PROMUEVE,REPUTACIÓN Y HONOR,SI,SI,SI,SI,,
PERÚ,2012,PROYECTO,SI,SI,NO,NO,NO,SI,NO,NO,NO,,LIMITA,IGUALDAD Y NO DISCRIMINACIÓN,SI,NO,NO,NO,Discurso de odio,
PERÚ,2012,PROYECTO,SI,SI,NO,NO,NO,SI,SI,SI,NO,,LIMITA,APOLOGÍA,SI,NO,NO,NO,Discurso de odio,
PERÚ,2012,PROYECTO,SI,NO,NO,NO,NO,NO,NO,NO,NO,,PROMUEVE,LIBERTAD DE EXPRESIÓN,SI,SI,SI,SI,,
PERÚ,2013,PROYECTO,SI,NO,NO,NO,SI,NO,NO,NO,NO,SI,PROMUEVE,PRIVACIDAD,SI,SI,SI,SI,Protección de menores,
PERÚ,2013,PROYECTO,SI,NO,NO,NO,SI,NO,NO,NO,NO,SI,PROMUEVE,PRIVACIDAD,SI,SI,SI,SI,Protección de menores,
PERÚ,2013,PROYECTO,SI,SI,NO,SI,NO,SI,NO,NO,NO,SI,LIMITA,APOLOGÍA,SI,NO,NO,NO,Discurso de odio,
PERÚ,2013,PROYECTO,SI,NO,NO,NO,NO,SI,NO,SI,NO,,LIMITA,ADMINISTRACIÓN DE JUSTICIA,NO,NO,NO,NO,,
PERÚ,2013,PROYECTO,SI,SI,NO,NO,NO,SI,SI,NO,NO,,LIMITA,IGUALDAD Y NO DISCRIMINACIÓN,SI,NO,NO,NO,Discurso de odio,
PERÚ,2013,PROYECTO,SI,NO,NO,SI,NO,SI,SI,SI,SI,,LIMITA,REPUTACIÓN Y HONOR,NO,NO,NO,NO,,
PERÚ,2014,PROYECTO,NO,NO,NO,SI,NO,SI,NO,NO,NO,,LIMITA,MORAL PÚBLICA,SI,NO,NO,NO,,
PERÚ,2014,PROYECTO,SI,NO,NO,SI,NO,SI,NO,NO,NO,,LIMITA,PRIVACIDAD,SI,NO,NO,NO,,
PERÚ,2014,PROYECTO,SI,SI,NO,SI,NO,SI,SI,NO,NO,,LIMITA,MORAL PÚBLICA,SI,NO,NO,NO,,
PERÚ,2015,PROYECTO,SI,NO,NO,SI,NO,SI,NO,NO,NO,,LIMITA,MORAL PÚBLICA,SI,NO,NO,NO,,
PERÚ,2015,PROYECTO,SI,SI,NO,NO,NO,SI,SI,SI,NO,,LIMITA,REPUTACIÓN Y HONOR,SI,NO,NO,NO,,
PERÚ,2015,PROYECTO,SI,SI,NO,NO,NO,SI,NO,NO,NO,,LIMITA,PRIVACIDAD,SI,NO,NO,NO,,
PERÚ,2016,PROYECTO,SI,NO,NO,SI,NO,SI,NO,NO,NO,,LIMITA,MORAL PÚBLICA,SI,NO,NO,NO,,
PERÚ,2016,PROYECTO,SI,SI,NO,NO,NO,SI,SI,SI,NO,SI,LIMITA,DISCURSO DE ODIO,SI,NO,NO,NO,,
PERÚ,2016,PROYECTO,SI,NO,NO,SI,NO,SI,NO,NO,NO,SI,LIMITA,DISCURSO DE ODIO,SI,NO,SI,NO,,
PERÚ,2016,PROYECTO,SI,si,NO,NO,NO,si,NO,NO,NO,si,LIMITA,DISCURSO DE ODIO,si,NO,NO,NO,,
PERÚ,2016,PROYECTO,SI,NO,NO,SI,NO,SI,NO,NO,NO,SI,LIMITA,DISCURSO DE ODIO,SI,NO,SI,NO,,
PERÚ,2016,PROYECTO,SI,NO,NO,SI,NO,SI,NO,NO,NO,SI,LIMITA,DISCURSO DE ODIO,SI,NO,SI,NO,,
PERÚ,2016,PROYECTO,SI,SI,NO,NO,NO,SI,SI,SI,NO,SI,LIMITA,DISCURSO DE ODIO,SI,NO,NO,NO,,
PERÚ,2016,PROYECTO,SI,SI,NO,NO,NO,SI,SI,SI,NO,SI,LIMITA,DISCURSO DE ODIO,SI,NO,NO,NO,,
PERÚ,2016,PROYECTO,SI,NO,NO,SI,NO,SI,NO,NO,NO,,LIMITA,MORAL PÚBLICA,SI,NO,NO,NO,,
PERÚ,2016,PROYECTO,SI,NO,NO,SI,NO,SI,SI,SI,SI,NO,LIMITA,MORAL PÚBLICA,NO,NO,NO,NO,,
PERÚ,2017,PROYECTO,SI,SI,NO,NO,NO,SI,SI,SI,NO,SI,LIMITA/PROMUEVE,IGUALDAD Y NO DISCRIMINACIÓN,SI,NO,NO,NO,Discurso de odio,
PERÚ,2017,PROYECTO,SI,SI,NO,NO,NO,SI,SI,SI,NO,SI,LIMITA,IGUALDAD Y NO DISCRIMINACIÓN,SI,NO,NO,NO,Discurso de odio,
PERÚ,2017,PROYECTO,SI,SI,NO,NO,NO,SI,SI,SI,NO,SI,LIMITA,IGUALDAD Y NO DISCRIMINACIÓN,SI,NO,NO,NO,Discurso de odio,
PERÚ,2017,PROYECTO,SI,SI,NO,SI,NO,SI,SI,SI,NO,SI,LIMITA/PROMUEVE,IGUALDAD Y NO DISCRIMINACIÓN,SI,NO,NO,NO,Discurso de odio,
PERÚ,2017,PROYECTO,SI,SI,NO,NO,NO,SI,SI,SI,NO,SI,LIMITA,DISCURSO DE ODIO,SI,NO,NO,NO,,
PERÚ,2017,PROYECTO,SI,SI,NO,NO,NO,SI,SI,SI,NO,SI,LIMITA,IGUALDAD Y NO DISCRIMINACIÓN,SI,NO,NO,NO,Discurso de odio,
PERÚ,2017,PROYECTO,SI,SI,NO,NO,NO,SI,SI,NO,NO,,LIMITA,PRIVACIDAD,SI,NO,SI,NO,,
PERÚ,2017,PROYECTO,SI,SI,NO,NO,NO,SI,SI,NO,NO,NO,LIMITA,PRIVACIDAD,SI,NO,NO,NO,,
CHILE,2015,PROYECTO,SI,SI,NO,SI,NO,SI,SI,NO,SI,,LIMITA,PRIVACIDAD,NO,NO,NO,NO,Reputación y honor,
CHILE,2015,PROYECTO,SI,NO,SI,NO,SI,NO,NO,NO,NO,SI,PROMUEVE,TELECOMUNICACIONES Y CONVERGENCIA,SI,SI,SI,SI,,
CHILE,2016,PROYECTO,SI,NO,NO,NO,NO,NO,SI,NO,SI,SI,PROMUEVE,ACCESO A INTERNET,SI,SI,SI,SI,,
CHILE,2017,PROYECTO,SI,SI,NO,SI,NO,SI,SI,NO,NO,SI,LIMITA,IGUALDAD Y NO DISCRIMINACIÓN,SI,SI,SI,SI,,
CHILE,2017,PROYECTO,SI,NO,NO,SI,NO,NO,NO,NO,NO,SI,LIMITA,DATOS PERSONALES,SI,SI,SI,SI,,
ECUADOR,2018,PROYECTO,SI,NO,NO,SI,SI,SI,SI,SI,SI,SI,LIMITA/PROMUEVE,DERECHOS DE TERCEROS,SI,NO,NO,NO,,
ECUADOR,2018,PROYECTO,SI,NO,NO,NO,NO,NO,NO,NO,NO,,PROMUEVE,LIBERTAD DE EXPRESIÓN,SI,SI,SI,SI,,
ECUADOR,2018,PROYECTO,SI,NO,NO,NO,NO,NO,NO,NO,NO,,PROMUEVE,LIBERTAD DE EXPRESIÓN,SI,SI,SI,SI,,
ECUADOR,2018,PROYECTO,SI,NO,NO,NO,NO,NO,NO,NO,NO,,PROMUEVE,LIBERTAD DE EXPRESIÓN,SI,SI,SI,SI,,
ECUADOR,2018,PROYECTO,NO,NO,NO,NO,SI,NO,SI,NO,SI,SI,PROMUEVE,LIBERTAD DE EXPRESIÓN,SI,SI,SI,SI,,
GUATEMALA,2018,PROYECTO,SI,SI,NO,NO,NO,SI,SI,SI,NO,,LIMITA,PROTECCIÓN DE MENORES,,,,,,
PARAGUAY,2017,PROYECTO,NO,NO,NO,NO,NO,SI,SI,SI,SI,NO,LIMITA,RESPONSABILIDAD DE INTERMEDIARIOS,NO,NO,NO,NO,Reputación y honor,
GUATEMALA,2018,PROYECTO,SI,SI,NO,SI,NO,SI,SI,NO,NO,NO,LIMITA,REPUTACIÓN Y HONOR,SI,NO,NO,NO,Delitos informáticos,
GUATEMALA,2018,PROYECTO,NO,NO,NO,NO,NO,SI,NO,NO,NO,NO,LIMITA,LIBERTAD DE CULTO,SI,NO,NO,NO,,
GUATEMALA,2018,PROYECTO,SI,SI,NO,SI,NO,SI,SI,NO,SI,NO,LIMITA,DESACATO,SI,NO,NO,NO,,
MÉXICO,2018,PROYECTO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,PROMUEVE,PUBLICIDAD OFICIAL,SI,SI,SI,SI,,
COLOMBIA,2012,PROYECTO,SI,NO,NO,NO,NO,SI,NO,NO,NO,,LIMITA,PROTECCIÓN DE MENORES,NO,SI,SI,NO,,
COLOMBIA,2012,PROYECTO,SI,NO,NO,SI,NO,SI,NO,NO,NO,,LIMITA,PROTECCIÓN DE MENORES,SI,SI,SI,SI,,
COLOMBIA,2012,PROYECTO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,PROMUEVE,ACCESO A LA INFORMACIÓN,SI,SI,SI,SI,,
COLOMBIA,2012,PROYECTO,NO,NO,NO,NO,NO,NO,SI,NO,NO,SI,PROMUEVE,DERECHOS DE AUTOR,SI,SI,SI,SI,Libertad de expresión,
COLOMBIA,2012,PROYECTO,SI,NO,NO,NO,NO,SI,NO,NO,NO,,LIMITA,ACCESO A LA INFORMACIÓN,SI,SI,SI,SI,,
COLOMBIA,2012,PROYECTO,SI,NO,NO,NO,NO,NO,NO,NO,NO,,PROMUEVE,ACCESO A LA INFORMACIÓN,SI,SI,SI,SI,,
COLOMBIA,2012,PROYECTO,SI,NO,NO,NO,NO,NO,SI,NO,NO,,PROMUEVE,ACCESO A LA INFORMACIÓN,SI,SI,SI,SI,,
COLOMBIA,2012,PROYECTO,SI,NO,NO,NO,NO,NO,NO,NO,NO,,PROMUEVE,LIBERTAD DE CULTO,SI,SI,SI,SI,,
COLOMBIA,2012,PROYECTO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,PROMUEVE,LIBERTAD DE EXPRESIÓN,SI,SI,SI,SI,,
COLOMBIA,2012,PROYECTO,NO,NO,NO,NO,NO,SI,NO,NO,NO,,PROMUEVE,ACCESO A LA INFORMACIÓN,SI,SI,SI,SI,,
COLOMBIA,2012,PROYECTO,SI,NO,NO,NO,NO,SI,SI,NO,NO,,LIMITA,LIBERTAD ELECTORAL,SI,SI,SI,SI,,
COLOMBIA,2012,PROYECTO,SI,NO,NO,NO,NO,SI,NO,NO,NO,,LIMITA,ORDEN PÚBLICO,NO,SI,NO,NO,Seguridad Nacional,Protección de menores
COLOMBIA,2013,PROYECTO,NO,NO,NO,NO,NO,SI,NO,NO,NO,,LIMITA,REPUTACIÓN Y HONOR,NO,NO,NO,NO,Orden público,
COLOMBIA,2013,PROYECTO,NO,NO,NO,NO,NO,SI,SI,NO,SI,,LIMITA,DERECHOS DE AUTOR,SI,SI,NO,NO,,
COLOMBIA,2013,PROYECTO,NO,NO,NO,NO,NO,NO,NO,NO,SI,,PROMUEVE,TELECOMUNICACIONES Y CONVERGENCIA,SI,SI,SI,SI,,
COLOMBIA,2013,PROYECTO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,PROMUEVE,ACCESO A LA INFORMACIÓN,SI,SI,SI,SI,,
COLOMBIA,2013,PROYECTO,SI,NO,NO,NO,NO,NO,NO,NO,NO,,PROMUEVE,TELECOMUNICACIONES Y CONVERGENCIA,SI,SI,SI,SI,,
COLOMBIA,2013,PROYECTO,SI,SI,NO,NO,NO,SI,SI,SI,NO,NO,LIMITA,DERECHOS DE AUTOR,SI,SI,NO,NO,,
COLOMBIA,2013,PROYECTO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,PROMUEVE,LIBERTAD DE EXPRESIÓN,SI,SI,SI,SI,,
COLOMBIA,2013,PROYECTO,SI,NO,NO,NO,NO,SI,NO,NO,NO,,PROMUEVE,TELECOMUNICACIONES Y CONVERGENCIA,SI,SI,SI,SI,,
COLOMBIA,2013,PROYECTO,NO,NO,NO,NO,NO,SI,SI,SI,SI,NO,LIMITA,REPUTACIÓN Y HONOR,NO,NO,NO,NO,Responsabilidad de intermediarios,
COLOMBIA,2014,PROYECTO,SI,NO,NO,NO,NO,NO,SI,NO,SI,,PROMUEVE,TELECOMUNICACIONES Y CONVERGENCIA,SI,SI,SI,SI,,
COLOMBIA,2014,PROYECTO,NO,NO,NO,NO,NO,NO,SI,NO,SI,,PROMUEVE,ACCESO A INTERNET,SI,SI,SI,SI,,
COLOMBIA,2014,PROYECTO,NO,SI,NO,NO,NO,SI,SI,SI,SI,,LIMITA,DISCURSO DE ODIO,NO,SI,NO,NO,Apología,
COLOMBIA,2014,PROYECTO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,PROMUEVE,TELECOMUNICACIONES Y CONVERGENCIA,SI,SI,SI,SI,,
COLOMBIA,2014,PROYECTO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,PROMUEVE,TELECOMUNICACIONES Y CONVERGENCIA,SI,SI,SI,SI,,
COLOMBIA,2014,PROYECTO,SI,NO,NO,NO,NO,NO,NO,NO,NO,,PROMUEVE,LIBERTAD ELECTORAL,SI,SI,SI,SI,,
COLOMBIA,2014,PROYECTO,SI,NO,NO,NO,NO,NO,NO,NO,NO,,PROMUEVE,LIBERTAD DE EXPRESIÓN,SI,SI,SI,SI,,
COLOMBIA,2014,PROYECTO,SI,NO,NO,NO,NO,SI,NO,NO,NO,,LIMITA,APOLOGÍA,NO,SI,SI,NO,Órden público,Administración de Justicia
COLOMBIA,2014,PROYECTO,SI,NO,NO,NO,NO,SI,NO,NO,NO,,LIMITA,PROTECCIÓN DE MENORES,SI,SI,SI,SI,,
COLOMBIA,2014,PROYECTO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,PROMUEVE,ACCESO A LA INFORMACIÓN,SI,SI,SI,SI,,
COLOMBIA,2014,PROYECTO,NO,NO,NO,NO,NO,SI,NO,NO,NO,,LIMITA,REPUTACIÓN Y HONOR,NO,NO,NO,NO,Libertad de expresión,
COLOMBIA,2014,PROYECTO,NO,NO,NO,NO,NO,SI,SI,NO,SI,,LIMITA,DERECHOS DE AUTOR,SI,SI,NO,NO,,
COLOMBIA,2014,PROYECTO,NO,NO,NO,NO,NO,NO,NO,NO,SI,,PROMUEVE,TELECOMUNICACIONES Y CONVERGENCIA,SI,SI,SI,SI,,
COLOMBIA,2014,PROYECTO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,PROMUEVE,ACCESO A LA INFORMACIÓN,SI,SI,SI,SI,,
COLOMBIA,2014,PROYECTO,NO,NO,NO,NO,NO,SI,SI,SI,SI,NO,LIMITA,REPUTACIÓN Y HONOR,NO,NO,NO,NO,Responsabilidad de intermediarios,
COLOMBIA,2014,PROYECTO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,PROMUEVE,PUBLICIDAD OFICIAL,SI,SI,SI,SI,,
COLOMBIA,2014,PROYECTO,SI,NO,NO,NO,NO,SI,SI,NO,NO,,LIMITA,PROTECCIÓN DE MENORES,NO,NO,NO,NO,Seguridad Nacional,
COLOMBIA,2014,PROYECTO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,PROMUEVE,PUBLICIDAD OFICIAL,SI,SI,SI,SI,,
COLOMBIA,2015,PROYECTO,SI,NO,NO,NO,NO,SI,NO,NO,NO,,LIMITA,TELECOMUNICACIONES Y CONVERGENCIA,NO,NO,NO,NO,,
COLOMBIA,2015,PROYECTO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,PROMUEVE,LIBERTAD DE CONCIENCIA,SI,SI,SI,SI,,
COLOMBIA,2015,PROYECTO,SI,NO,NO,NO,NO,SI,NO,NO,NO,,LIMITA,LIBERTAD DE EXPRESIÓN,SI,SI,SI,SI,,
COLOMBIA,2015,PROYECTO,SI,NO,NO,NO,NO,NO,NO,NO,NO,,LIMITA,CALUMNIAS E INJURIAS,NO,SI,SI,NO,,
COLOMBIA,2015,PROYECTO,NO,NO,NO,NO,NO,SI,NO,NO,NO,,LIMITA,ÓRDEN PÚBLICO,SI,SI,SI,SI,,
COLOMBIA,2015,PROYECTO,NO,NO,NO,NO,NO,SI,NO,NO,NO,,LIMITA,LIBERTAD ELECTORAL,SI,SI,SI,SI,Acceso a la información,
COLOMBIA,2015,PROYECTO,SI,NO,NO,NO,NO,SI,NO,NO,NO,,LIMITA,SEGURIDAD NACIONAL,NO,NO,NO,NO,,
MÉXICO,2018,PROYECTO,SI,NO,NO,NO,NO,SI,SI,NO,NO,NO,LIMITA,IGUALDAD Y NO DISCRIMINACIÓN,SI,SI,SI,SI,,
MÉXICO,2018,PROYECTO,SI,SI,NO,NO,NO,SI,SI,SI,NO,NO,LIMITA,IGUALDAD Y NO DISCRIMINACIÓN,SI,SI,SI,SI,,
MÉXICO,2018,PROYECTO,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,PROMUEVE,LIBERTAD DE EXPRESIÓN,SI,SI,SI,SI,,
MÉXICO,2018,PROYECTO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
MÉXICO,2018,PROYECTO,NO,NO,SI,SI,NO,SI,NO,NO,NO,NO,LIMITA,ORDEN PÚBLICO,SI,SI,SI,SI,libertad de expresión pasiva,
MÉXICO,2018,PROYECTO,SI,NO,NO,NO,NO,SI,SI,NO,NO,NO,LIMITA,IGUALDAD Y NO DISCRIMINACIÓN,SI,SI,SI,Si,,
MÉXICO,2018,PROYECTO,SI,NO,NO,NO,NO,SI,SI,NO,NO,NO,LIMITA,DISCURSO DE ODIO,SI,SI,SI,Si,Igualdad y no discriminación,
MÉXICO,2018,PROYECTO,SI,SI,NO,NO,NO,SI,SI,SI,SI,NO,LIMITA,DERECHOS DE AUTOR,NO,SI,SI,NO,,
